Date/Time	P1-P2	P1	P2	T	TOB1	TOB2		
6/03/2009 15:15:00		3,133						
6/03/2009 15:30:00		3,133						
6/03/2009 15:45:00		3,132						
6/03/2009 16:00:00		3,132						
6/03/2009 16:15:00		3,132						
6/03/2009 16:30:00		3,131						
6/03/2009 16:45:00		3,131						
6/03/2009 17:00:00		3,131						
6/03/2009 17:15:00		3,131						
6/03/2009 17:30:00		3,131						
6/03/2009 17:45:00		3,130						
6/03/2009 18:00:00		3,130						
6/03/2009 18:15:00		3,130						
6/03/2009 18:30:00		3,130						
6/03/2009 18:45:00		3,130						
6/03/2009 19:00:00		3,130						
6/03/2009 19:15:00		3,130						
6/03/2009 19:30:00		3,130						
6/03/2009 19:45:00		3,130						
6/03/2009 20:00:00		3,130						
6/03/2009 20:15:00		3,130						
6/03/2009 20:30:00		3,130						
6/03/2009 20:45:00		3,130						
6/03/2009 21:00:00		3,130						
6/03/2009 21:15:00		3,130						
6/03/2009 21:30:00		3,131						
6/03/2009 21:45:00		3,131						
6/03/2009 22:00:00		3,131						
6/03/2009 22:15:00		3,132						
6/03/2009 22:30:00		3,132						
6/03/2009 22:45:00		3,133						
6/03/2009 23:00:00		3,133						
6/03/2009 23:15:00		3,134						
6/03/2009 23:30:00		3,134						
6/03/2009 23:45:00		3,135						
7/03/2009 0:00:00		3,135						
7/03/2009 0:15:00		3,136						
7/03/2009 0:30:00		3,136						
7/03/2009 0:45:00		3,136						
7/03/2009 1:00:00		3,137						
7/03/2009 1:15:00		3,137						
7/03/2009 1:30:00		3,138						
7/03/2009 1:45:00		3,138						
7/03/2009 2:00:00		3,138						
7/03/2009 2:15:00		3,139						
7/03/2009 2:30:00		3,140						
7/03/2009 2:45:00		3,140						
7/03/2009 3:00:00		3,140						
7/03/2009 3:15:00		3,141						
7/03/2009 3:30:00		3,141						
7/03/2009 3:45:00		3,141						
7/03/2009 4:00:00		3,142						
7/03/2009 4:15:00		3,142						
7/03/2009 4:30:00		3,142						
7/03/2009 4:45:00		3,143						
7/03/2009 5:00:00		3,143						
7/03/2009 5:15:00		3,143						
7/03/2009 5:30:00		3,143						
7/03/2009 5:45:00		3,143						
7/03/2009 6:00:00		3,143						
7/03/2009 6:15:00		3,143						
7/03/2009 6:30:00		3,143						
7/03/2009 6:45:00		3,143						
7/03/2009 7:00:00		3,143						
7/03/2009 7:15:00		3,143						
7/03/2009 7:30:00		3,144						
7/03/2009 7:45:00		3,144						
7/03/2009 8:00:00		3,144						
7/03/2009 8:15:00		3,144						
7/03/2009 8:30:00		3,144						
7/03/2009 8:45:00		3,145						
7/03/2009 9:00:00		3,145						
7/03/2009 9:15:00		3,145						
7/03/2009 9:30:00		3,145						
7/03/2009 9:45:00		3,145						
7/03/2009 10:00:00		3,145						
7/03/2009 10:15:00		3,145						
7/03/2009 10:30:00		3,145						
7/03/2009 10:45:00		3,145						
7/03/2009 11:00:00		3,145						
7/03/2009 11:15:00		3,145						
7/03/2009 11:30:00		3,145						
7/03/2009 11:45:00		3,145						
7/03/2009 12:00:00		3,145						
7/03/2009 12:15:00		3,145						
7/03/2009 12:30:00		3,145						
7/03/2009 12:45:00		3,145						
7/03/2009 13:00:00		3,146						
7/03/2009 13:15:00		3,146						
7/03/2009 13:30:00		3,146						
7/03/2009 13:45:00		3,146						
7/03/2009 14:00:00		3,147						
7/03/2009 14:15:00		3,147						
7/03/2009 14:30:00		3,147						
7/03/2009 14:45:00		3,148						
7/03/2009 15:00:00		3,148						
7/03/2009 15:15:00		3,148						
7/03/2009 15:30:00		3,148						
7/03/2009 15:45:00		3,148						
7/03/2009 16:00:00		3,148						
7/03/2009 16:15:00		3,149						
7/03/2009 16:30:00		3,148						
7/03/2009 16:45:00		3,148						
7/03/2009 17:00:00		3,148						
7/03/2009 17:15:00		3,148						
7/03/2009 17:30:00		3,148						
7/03/2009 17:45:00		3,148						
7/03/2009 18:00:00		3,148						
7/03/2009 18:15:00		3,148						
7/03/2009 18:30:00		3,148						
7/03/2009 18:45:00		3,149						
7/03/2009 19:00:00		3,148						
7/03/2009 19:15:00		3,149						
7/03/2009 19:30:00		3,148						
7/03/2009 19:45:00		3,148						
7/03/2009 20:00:00		3,148						
7/03/2009 20:15:00		3,148						
7/03/2009 20:30:00		3,148						
7/03/2009 20:45:00		3,148						
7/03/2009 21:00:00		3,148						
7/03/2009 21:15:00		3,148						
7/03/2009 21:30:00		3,148						
7/03/2009 21:45:00		3,148						
7/03/2009 22:00:00		3,148						
7/03/2009 22:15:00		3,148						
7/03/2009 22:30:00		3,148						
7/03/2009 22:45:00		3,148						
7/03/2009 23:00:00		3,148						
7/03/2009 23:15:00		3,149						
7/03/2009 23:30:00		3,149						
7/03/2009 23:45:00		3,149						
8/03/2009 0:00:00		3,149						
8/03/2009 0:15:00		3,150						
8/03/2009 0:30:00		3,150						
8/03/2009 0:45:00		3,150						
8/03/2009 1:00:00		3,151						
8/03/2009 1:15:00		3,151						
8/03/2009 1:30:00		3,151						
8/03/2009 1:45:00		3,151						
8/03/2009 2:00:00		3,151						
8/03/2009 2:15:00		3,151						
8/03/2009 2:30:00		3,151						
8/03/2009 2:45:00		3,151						
8/03/2009 3:00:00		3,151						
8/03/2009 3:15:00		3,152						
8/03/2009 3:30:00		3,152						
8/03/2009 3:45:00		3,152						
8/03/2009 4:00:00		3,153						
8/03/2009 4:15:00		3,153						
8/03/2009 4:30:00		3,153						
8/03/2009 4:45:00		3,153						
8/03/2009 5:00:00		3,153						
8/03/2009 5:15:00		3,153						
8/03/2009 5:30:00		3,153						
8/03/2009 5:45:00		3,153						
8/03/2009 6:00:00		3,153						
8/03/2009 6:15:00		3,153						
8/03/2009 6:30:00		3,153						
8/03/2009 6:45:00		3,153						
8/03/2009 7:00:00		3,153						
8/03/2009 7:15:00		3,153						
8/03/2009 7:30:00		3,153						
8/03/2009 7:45:00		3,153						
8/03/2009 8:00:00		3,153						
8/03/2009 8:15:00		3,153						
8/03/2009 8:30:00		3,153						
8/03/2009 8:45:00		3,154						
8/03/2009 9:00:00		3,154						
8/03/2009 9:15:00		3,154						
8/03/2009 9:30:00		3,155						
8/03/2009 9:45:00		3,155						
8/03/2009 10:00:00		3,155						
8/03/2009 10:15:00		3,156						
8/03/2009 10:30:00		3,156						
8/03/2009 10:45:00		3,156						
8/03/2009 11:00:00		3,156						
8/03/2009 11:15:00		3,156						
8/03/2009 11:30:00		3,156						
8/03/2009 11:45:00		3,156						
8/03/2009 12:00:00		3,156						
8/03/2009 12:15:00		3,157						
8/03/2009 12:30:00		3,157						
8/03/2009 12:45:00		3,157						
8/03/2009 13:00:00		3,157						
8/03/2009 13:15:00		3,157						
8/03/2009 13:30:00		3,157						
8/03/2009 13:45:00		3,157						
8/03/2009 14:00:00		3,157						
8/03/2009 14:15:00		3,157						
8/03/2009 14:30:00		3,156						
8/03/2009 14:45:00		3,156						
8/03/2009 15:00:00		3,156						
8/03/2009 15:15:00		3,157						
8/03/2009 15:30:00		3,156						
8/03/2009 15:45:00		3,156						
8/03/2009 16:00:00		3,156						
8/03/2009 16:15:00		3,156						
8/03/2009 16:30:00		3,157						
8/03/2009 16:45:00		3,156						
8/03/2009 17:00:00		3,156						
8/03/2009 17:15:00		3,156						
8/03/2009 17:30:00		3,156						
8/03/2009 17:45:00		3,156						
8/03/2009 18:00:00		3,156						
8/03/2009 18:15:00		3,156						
8/03/2009 18:30:00		3,156						
8/03/2009 18:45:00		3,156						
8/03/2009 19:00:00		3,155						
8/03/2009 19:15:00		3,156						
8/03/2009 19:30:00		3,155						
8/03/2009 19:45:00		3,155						
8/03/2009 20:00:00		3,155						
8/03/2009 20:15:00		3,155						
8/03/2009 20:30:00		3,155						
8/03/2009 20:45:00		3,155						
8/03/2009 21:00:00		3,155						
8/03/2009 21:15:00		3,155						
8/03/2009 21:30:00		3,155						
8/03/2009 21:45:00		3,155						
8/03/2009 22:00:00		3,155						
8/03/2009 22:15:00		3,154						
8/03/2009 22:30:00		3,154						
8/03/2009 22:45:00		3,154						
8/03/2009 23:00:00		3,154						
8/03/2009 23:15:00		3,154						
8/03/2009 23:30:00		3,154						
8/03/2009 23:45:00		3,154						
9/03/2009 0:00:00		3,154						
9/03/2009 0:15:00		3,154						
9/03/2009 0:30:00		3,154						
9/03/2009 0:45:00		3,155						
9/03/2009 1:00:00		3,154						
9/03/2009 1:15:00		3,155						
9/03/2009 1:30:00		3,155						
9/03/2009 1:45:00		3,155						
9/03/2009 2:00:00		3,155						
9/03/2009 2:15:00		3,155						
9/03/2009 2:30:00		3,155						
9/03/2009 2:45:00		3,155						
9/03/2009 3:00:00		3,155						
9/03/2009 3:15:00		3,155						
9/03/2009 3:30:00		3,155						
9/03/2009 3:45:00		3,155						
9/03/2009 4:00:00		3,155						
9/03/2009 4:15:00		3,155						
9/03/2009 4:30:00		3,155						
9/03/2009 4:45:00		3,155						
9/03/2009 5:00:00		3,155						
9/03/2009 5:15:00		3,155						
9/03/2009 5:30:00		3,154						
9/03/2009 5:45:00		3,154						
9/03/2009 6:00:00		3,153						
9/03/2009 6:15:00		3,152						
9/03/2009 6:30:00		3,152						
9/03/2009 6:45:00		3,151						
9/03/2009 7:00:00		3,151						
9/03/2009 7:15:00		3,150						
9/03/2009 7:30:00		3,150						
9/03/2009 7:45:00		3,149						
9/03/2009 8:00:00		3,149						
9/03/2009 8:15:00		3,148						
9/03/2009 8:30:00		3,148						
9/03/2009 8:45:00		3,147						
9/03/2009 9:00:00		3,147						
9/03/2009 9:15:00		3,146						
9/03/2009 9:30:00		3,145						
9/03/2009 9:45:00		3,145						
9/03/2009 10:00:00		3,144						
9/03/2009 10:15:00		3,143						
9/03/2009 10:30:00		3,143						
9/03/2009 10:45:00		3,143						
9/03/2009 11:00:00		3,143						
9/03/2009 11:15:00		3,143						
9/03/2009 11:30:00		3,142						
9/03/2009 11:45:00		3,139						
9/03/2009 12:00:00		3,139						
								
